target_word,similar_words_with_scores
bourse,"bouse (0.667), bourre (0.663), bourgade (0.512), bourrade (0.512), bougre (0.503)"
boursoufler,boursouflure (0.717)
boursouflure,boursoufler (0.717)
bousculer,"bouler (0.609), basculer (0.600), boucler (0.583), boucher (0.484)"
bouse,"bourse (0.667), blouse (0.633), boue (0.631), bouge (0.610), boule (0.610)"
bousiller,"bouille (0.592), bouler (0.551), boucler (0.538), boulier (0.484)"
boussole,"bouse (0.526), boule (0.514), boucle (0.500), bouille (0.488), bourse (0.438)"
bout,"bouc (0.650), boue (0.650), boum (0.650), bouton (0.625), brut (0.500)"
boutanche,bouche (0.551)
bouteille,"bouille (0.637), bataille (0.453)"
boutique,"bouquet (0.510), bougie (0.438), bouille (0.430)"
boutoir,"boudoir (0.671), bouton (0.647), bougeoir (0.597), boutonner (0.560), bouillir (0.488)"
bouton,"boutonné (0.700), boutoir (0.647), bougon (0.647), boulon (0.647), bout (0.625)"
boutonner,"boutonnière (0.618), boutoir (0.560)"
boutonnière,boutonner (0.618)
boutonné,bouton (0.700)
bouée,"boue (0.631), bouge (0.610), boule (0.610), bouse (0.610), buée (0.591)"
boxe,"boxer (0.737), boxeur (0.625), boue (0.525)"
boxer,"boxe (0.737), boxeur (0.683)"
boxeur,"boxer (0.683), boxe (0.625)"
boy-scout,"biscuit (0.254), bas-côté (0.156)"
boîte,botte (0.590)
braillard,"brouillard (0.632), billard (0.614)"
brailler,"briller (0.693), brouiller (0.611), branler (0.597), bâiller (0.572), bramer (0.500)"
braise,"brise (0.650), brasse (0.647), baise (0.633), bras (0.517), baisse (0.513)"
brame,"bramer (0.767), brave (0.610), brume (0.590), branche (0.449), branque (0.449)"
bramer,"brame (0.767), braver (0.647), brimer (0.630), brailler (0.500), brancher (0.500)"
brancard,"brassard (0.584), brancher (0.546), bagnard (0.405)"
branchage,branche (0.670)
branche,"brancher (0.802), branchette (0.670), branchage (0.670), bronche (0.657), blanche (0.643)"
brancher,"branche (0.802), broncher (0.677), branler (0.610), brancard (0.546), bronche (0.535)"
branchette,branche (0.670)
brandir,"brancher (0.501), bramer (0.438), braver (0.438), braquer (0.429), brasier (0.429)"
branlant,"brûlant (0.600), brillant (0.585), ballant (0.525)"
branle,"branler (0.787), brassée (0.438), bravade (0.438)"
branler,"branle (0.787), brancher (0.610), brailler (0.597)"
branque,"banque (0.661), braquer (0.571), banquet (0.514), baraque (0.507), braquage (0.476)"
braquage,"braquer (0.560), branque (0.476), breuvage (0.466), bravade (0.430), baraque (0.426)"
braquer,"briquer (0.657), brusquer (0.585), branque (0.571), braquage (0.560), baraque (0.514)"
bras,"brasse (0.625), braise (0.517), brise (0.406), brisé (0.406), base (0.350)"
brasero,"brasser (0.650), brasier (0.600), briser (0.506), bravo (0.449)"
brasier,"brasser (0.686), brasero (0.600), brailler (0.488), brancher (0.488), briser (0.481)"
brassard,"brasser (0.610), brancard (0.584)"
brasse,"brasser (0.787), brassée (0.718), braise (0.647), brasserie (0.642), basse (0.633)"
brasser,"brasse (0.787), brasserie (0.724), brasier (0.686), brosser (0.657), brasero (0.650)"
brasserie,"brasser (0.724), brasse (0.642), brassée (0.560), brosser (0.483), bruisser (0.427)"
brassée,"brasse (0.718), brasser (0.629), brasserie (0.560), brosse (0.466), brame (0.449)"
bravade,"bravoure (0.501), brame (0.449), braise (0.438), branle (0.438), brasse (0.438)"
brave,"braver (0.767), bravo (0.705), brame (0.610), bave (0.591), bravoure (0.526)"
bravement,brièvement (0.632)
braver,"brave (0.767), bramer (0.647), baver (0.633), brailler (0.500), brancher (0.500)"
bravo,"brave (0.705), brasero (0.449)"
bravoure,"brave (0.526), bavure (0.513), bravade (0.501), braver (0.500), brochure (0.466)"
bref,bure (0.350)
breloque,"baroque (0.463), bloquer (0.460)"
bretelle,broutille (0.464)
breton,"baryton (0.466), baratin (0.271)"
breuvage,braquage (0.466)
bribe,"bride (0.610), brise (0.610), bricole (0.449), brigade (0.449), brimade (0.449)"
bricolage,bricole (0.670)
bricole,"bricoler (0.802), bricolage (0.670), bribe (0.449), bride (0.449), brise (0.449)"
bricoler,"bricole (0.802), briller (0.597), barioler (0.546), brider (0.500), brimer (0.500)"
bride,"brider (0.767), bridé (0.705), bridge (0.683), bribe (0.610), brise (0.610)"
brider,"bride (0.767), brimer (0.647), briser (0.647), broder (0.630), bridge (0.580)"
bridge,"bride (0.683), brider (0.580), bricole (0.438), brigade (0.438), brimade (0.438)"
bridé,"bride (0.705), brisé (0.610), brodé (0.590), bordé (0.395), bordée (0.300)"
brigade,"brimade (0.671), brigadier (0.659), brigand (0.629), baignade (0.501), bourgade (0.463)"
brigadier,"brigade (0.659), brider (0.494)"
brigand,brigade (0.629)
brillant,"brisant (0.597), branlant (0.585), brûlant (0.585), ballant (0.572), barillet (0.416)"
briller,"brailler (0.693), bâiller (0.643), brouiller (0.625), bricoler (0.597), barillet (0.510)"
brimade,"brigade (0.671), bribe (0.449), brise (0.449), bridge (0.438), brique (0.438)"
brimer,"brider (0.647), briser (0.647), bramer (0.630), bricoler (0.500)"
brin,"brio (0.650), burin (0.591), brun (0.525), bain (0.500), bruine (0.483)"
brio,"brin (0.650), broc (0.400)"
brioche,"broche (0.675), brèche (0.549), brochet (0.543), bronche (0.536), bidoche (0.521)"
brique,"briquer (0.787), briquet (0.787), bique (0.633), biquet (0.480), barque (0.470)"
briquer,"brique (0.787), briquet (0.764), braquer (0.657), brusquer (0.585), bricoler (0.488)"
briquet,"brique (0.787), briquer (0.764), biquet (0.661), brisant (0.429)"
brisant,"bruissant (0.614), brillant (0.597), briquet (0.429)"
brise,"briser (0.767), brisé (0.705), braise (0.650), bribe (0.610), bride (0.610)"
briser,"brise (0.767), brider (0.647), brimer (0.647), baiser (0.613), bruisser (0.588)"
brisé,"brise (0.705), bridé (0.610), boisé (0.570), braise (0.467), bras (0.406)"
brièvement,bravement (0.632)
broc,"broche (0.625), bloc (0.500), brio (0.400), bouc (0.275), berceau (0.143)"
brocart,bureaucrate (0.200)
broche,"brochet (0.787), bronche (0.690), brioche (0.675), brochette (0.642), brochure (0.637)"
brochet,"broche (0.787), brochette (0.724), bronche (0.571), brochure (0.560), broncher (0.560)"
brochette,"brochet (0.724), broche (0.642)"
brochure,"broche (0.637), brochet (0.560), bronche (0.476), bravoure (0.466), broncher (0.454)"
broder,"broderie (0.700), broyer (0.647), brider (0.630), border (0.537), broncher (0.500)"
broderie,"broder (0.700), bouderie (0.559), brider (0.500), bergerie (0.463), boiserie (0.454)"
brodé,"broyé (0.610), bridé (0.590), bordé (0.475), bondé (0.395), bride (0.395)"
bronche,"broncher (0.802), broche (0.690), bronchite (0.670), branche (0.657), brochet (0.571)"
broncher,"bronche (0.802), brancher (0.677), bronzer (0.610), broche (0.575), brochet (0.560)"
bronchite,"bronche (0.670), broche (0.483)"
bronzage,"bronze (0.637), bronzer (0.560), bronche (0.501)"
bronze,"bronzer (0.787), bronzé (0.740), bronzage (0.637), brousse (0.438)"
bronzer,"bronze (0.787), bronzé (0.647), broncher (0.610), bronzage (0.560)"
bronzé,"bronze (0.740), bronzer (0.647)"
brosse,"brosser (0.787), brousse (0.690), bosse (0.633), brasse (0.630), bosser (0.480)"
brosser,"brosse (0.787), bosser (0.661), brasser (0.657), bruisser (0.585), brousse (0.571)"
brouette,"baguette (0.559), boulette (0.546), brouter (0.535), brousse (0.501), brouille (0.491)"
brouillard,braillard (0.632)
brouille,"brouillé (0.782), bouille (0.681), béquille (0.559), bouilli (0.510), bouillie (0.509)"
brouiller,"briller (0.625), brailler (0.611), brouter (0.549), bouille (0.548)"
brouillé,"brouille (0.782), bouille (0.510), bouilli (0.510), bouillie (0.446), bouillir (0.446)"
brousse,"brosse (0.690), brosser (0.571), brasse (0.549), brouette (0.501), brouille (0.501)"
brouter,"brouiller (0.549), brouette (0.535), broncher (0.488), barboter (0.405)"
broutille,"bouille (0.549), bretelle (0.464)"
broyer,"broder (0.647), broncher (0.500), bruyère (0.340), bruire (0.327), barre (0.167)"
broyé,brodé (0.610)
brrr,"barrer (0.402), beurrer (0.346), bourrer (0.346), barrière (0.292)"
bruine,"brune (0.667), bruire (0.663), brun (0.517), bruni (0.500), brin (0.483)"
bruire,"bruine (0.663), bruyère (0.564), brunir (0.547), brunâtre (0.500), brusque (0.438)"
bruissant,"brisant (0.614), bruyant (0.538)"
bruisser,"briser (0.588), brasser (0.585), brosser (0.585), baisser (0.572), brusquer (0.479)"
bruit,"brut (0.631), bruni (0.510), brute (0.510), bruyant (0.449), béret (0.220)"
brume,"brumeux (0.669), brune (0.610), brute (0.610), brame (0.590), baume (0.570)"
brumeux,brume (0.669)
brun,"brune (0.737), bruni (0.737), brut (0.650), brunir (0.625), brin (0.525)"
brune,"brun (0.737), bruni (0.705), bruine (0.667), brume (0.610), brute (0.610)"
bruni,"brunir (0.767), brun (0.737), brune (0.705), bruit (0.510), bruine (0.500)"
brunir,"bruni (0.767), brun (0.625), bruire (0.547), berner (0.250), borner (0.250)"
brunâtre,"brune (0.526), bruire (0.500), bruyère (0.488), bleuâtre (0.454), brute (0.447)"
brusque,"brusquer (0.802), brusquerie (0.670), brume (0.449), brune (0.449), brute (0.449)"
brusquer,"brusque (0.802), brusquerie (0.743), braquer (0.585), briquer (0.585), bruisser (0.479)"
brusquerie,"brusquer (0.743), brusque (0.670)"
brut,"brute (0.737), brun (0.650), bruit (0.631), brutal (0.625), bout (0.500)"
brutal,brut (0.625)
brute,"brut (0.737), brume (0.610), brune (0.610), bruit (0.510), butte (0.470)"
bruyamment,bruyant (0.600)
bruyant,"bruyamment (0.600), bruissant (0.538), brut (0.462), bruit (0.449)"
bruyère,"bruire (0.564), brunâtre (0.488), brume (0.449), brune (0.449), brute (0.449)"
brèche,"broche (0.630), brioche (0.549)"
bréviaire,"bravoure (0.369), braver (0.268)"
brûlant,"branlant (0.600), brillant (0.585)"
brûler,"brûlure (0.564), barioler (0.412)"
brûlure,"brûler (0.564), barioler (0.175)"
brûlé,"bariolé (0.346), baril (0.200)"
buanderie,"bander (0.474), bonder (0.383), bondir (0.246)"
buffet,"buffle (0.580), bouffe (0.480)"
buffle,"buffet (0.580), bouffe (0.437)"
buis,"bois (0.500), buse (0.400), bise (0.350)"
buisson,"boisson (0.643), bassin (0.326), bassine (0.250)"
bulbe,"bulle (0.610), bulgare (0.449), boule (0.375)"
bulgare,"bulbe (0.449), bulle (0.449), blaguer (0.200)"
bulle,"bulbe (0.610), balle (0.570), bille (0.570), bouille (0.477), boule (0.470)"
bure,"bureau (0.625), burette (0.557), buse (0.525), buée (0.525), bref (0.350)"
bureau,"bure (0.625), bourreau (0.575)"
bureaucrate,brocart (0.200)
burette,"buvette (0.657), barrette (0.572), bure (0.557), boulette (0.513), baguette (0.463)"
burin,"brin (0.591), butin (0.590), bruine (0.367), baron (0.300), brun (0.300)"
buse,"buste (0.631), bouse (0.591), bure (0.525), buée (0.525), base (0.500)"
busqué,basque (0.420)
buste,"buse (0.631), butte (0.590), buter (0.470), brute (0.395), bouse (0.375)"
buter,"butte (0.585), boiter (0.483), buste (0.470), brute (0.430), boutoir (0.331)"
butin,"butiner (0.669), burin (0.590), bouton (0.383), bâton (0.300), béton (0.300)"
butiner,"butin (0.669), boudiner (0.513)"
butte,"buste (0.590), buter (0.585), botte (0.570), brute (0.470), battue (0.383)"
buté,"buée (0.400), bout (0.350), brut (0.350)"
buvard,bavard (0.613)
buvette,"burette (0.657), boulette (0.513), baguette (0.463), brouette (0.463)"
buveur,"baver (0.383), bavure (0.293)"
buée,"bouée (0.591), bure (0.525), buse (0.525), buté (0.400), béer (0.350)"
bâche,"biche (0.570), boche (0.570), bêche (0.570), bûche (0.570), bouche (0.483)"
bâcler,"boucler (0.535), bouclier (0.400)"
bâfrer,beau-frère (0.266)
bâiller,"briller (0.643), bâillonner (0.600), brailler (0.572), bouillir (0.380), bouilloire (0.300)"
bâillon,"bouillon (0.572), ballon (0.535)"
bâillonner,"bouillonner (0.639), bâiller (0.600)"
bâti,bâtir (0.737)
bâtiment,"boniment (0.559), bêtement (0.504), bâtonnet (0.423)"
bâtir,"bâti (0.737), boutoir (0.346), buter (0.300), boiter (0.250)"
bâton,"béton (0.570), bouton (0.483), butin (0.300)"
bâtonnet,"bonnet (0.588), bâtiment (0.423)"
béant,"béat (0.631), bénit (0.415), bonté (0.275), benêt (0.220)"
béat,"béant (0.631), bath (0.350)"
bébête,bête (0.592)
bécane,boucan (0.353)
béer,buée (0.350)
bégayer,"bouger (0.283), bougeoir (0.188), bougre (0.143)"
béguin,"bougon (0.250), bagne (0.167), beigne (0.100)"
bélier,"boulier (0.535), biler (0.400), balayer (0.340), bouler (0.327), balayeur (0.238)"
bénin,"bénir (0.705), bénit (0.705), banane (0.233), benne (0.200), bonne (0.200)"
bénir,"bénin (0.705), bénit (0.705), bénitier (0.526)"
bénit,"bénin (0.705), bénir (0.705), béant (0.415), benêt (0.300), bonté (0.200)"
bénitier,"bénir (0.526), bien-être (0.196)"
bénédictin,bénédiction (0.789)
bénédiction,bénédictin (0.789)
bénéfice,bénévole (0.491)
bénéficiaire,bénéficier (0.643)
bénéficier,bénéficiaire (0.643)
bénévole,bénéfice (0.491)
béquille,"bouille (0.572), brouille (0.559), bouillie (0.416)"
béret,"brut (0.300), bruit (0.220), brute (0.200)"
béton,"bâton (0.570), bouton (0.483), butin (0.300)"
bêche,"bêcher (0.767), bêcheur (0.669), biche (0.570), boche (0.570), bâche (0.570)"
bêcher,"bêche (0.767), bêcheur (0.718), bicher (0.613), bûcher (0.613), boucher (0.535)"
bêcheur,"bêcher (0.718), bêche (0.669), bicher (0.438), bûcher (0.438), boucher (0.371)"
bête,"bébête (0.592), bite (0.500)"
bêtement,bâtiment (0.504)
bûche,"bûcher (0.767), biche (0.570), boche (0.570), bâche (0.570), bêche (0.570)"
bûcher,"bûche (0.767), bûcheron (0.700), bicher (0.613), bêcher (0.613), boucher (0.535)"
bûcheron,bûcher (0.700)
cabane,"cabanon (0.647), cabine (0.647)"
cabanon,"cabane (0.647), canon (0.640)"
cabine,"cabinet (0.787), carabine (0.663), cabane (0.647), canine (0.630)"
cabinet,"cabine (0.787), carabine (0.531), cabriolet (0.484)"
cabosser,"casser (0.600), caresser (0.571), cabrer (0.500), carrosse (0.471), chasser (0.463)"
cabrer,"cambrer (0.675), cadrer (0.630), carrer (0.630), chambrer (0.525), cabosser (0.500)"
cabriolet,cabinet (0.484)
caca,"casa (0.545), coca (0.520), clac (0.370), crac (0.370)"
cacahuète,"cachet (0.389), cachot (0.389)"
cache,"cacher (0.767), cachet (0.767), caché (0.705), cachette (0.606), coche (0.570)"
cachemire,cauchemar (0.461)
cacher,"cache (0.767), cachet (0.740), cacheter (0.700), cracher (0.661), cocher (0.613)"
cachet,"cache (0.767), cacher (0.740), cacheter (0.700), cachette (0.700), cachot (0.663)"
cacheter,"cachette (0.707), cacher (0.700), cachet (0.700), cahoter (0.526), cracher (0.485)"
cachette,"cacheter (0.707), cachet (0.700), cache (0.606), couchette (0.600), canette (0.585)"
cachot,"cachet (0.663), cahot (0.650), cacahuète (0.389)"
caché,"cache (0.705), craché (0.633), couché (0.483), coche (0.355), couche (0.300)"
cadastre,"cadavre (0.610), cadre (0.514)"
cadavre,"cadastre (0.610), caddie (0.438), cadence (0.429)"
caddie,"cadi (0.592), cadavre (0.438), cadence (0.438)"
cadeau,caveau (0.630)
cadence,"cadencé (0.764), carence (0.657), cadre (0.449), caddie (0.438), cadavre (0.429)"
cadencé,cadence (0.764)
cadet,cadre (0.510)
cadi,"caddie (0.592), caïd (0.400), chai (0.275)"
cador,"cadre (0.510), céder (0.300), cidre (0.200), cèdre (0.200), coudre (0.167)"
cadran,carcan (0.500)
cadre,"cadrer (0.767), cidre (0.570), cèdre (0.570), cadastre (0.514), cadet (0.510)"
cadrer,"cadre (0.767), cabrer (0.630), carrer (0.630), coudrier (0.400)"
cafard,canard (0.630)
cafetier,"cafetière (0.644), canotier (0.571), cacheter (0.454), captiver (0.454), chantier (0.454)"
cafetière,cafetier (0.644)
cage,"cageot (0.625), cake (0.525), cale (0.525), came (0.525), cape (0.525)"
cageot,cage (0.625)
cagna,"canal (0.470), cogne (0.355), cygne (0.355)"
cagoule,"cage (0.462), coaguler (0.413), cigale (0.340)"
cahier,"chier (0.633), casier (0.630), cacher (0.487), chiner (0.453), chiper (0.453)"
cahot,"cahoter (0.669), cachot (0.650), calot (0.590), canot (0.590), capot (0.590)"
cahoter,"cahot (0.669), crachoter (0.560), cacheter (0.526), canotier (0.513), clapoter (0.513)"
cahute,"chute (0.633), chahuter (0.525), cahot (0.500), chahut (0.480), chuter (0.480)"
caillasse,"caille (0.574), caisse (0.551)"
caille,"cailler (0.787), caillé (0.740), canaille (0.663), caillot (0.647), caillou (0.647)"
cailler,"caille (0.787), ciller (0.661), caillé (0.647), cuiller (0.643), cisailler (0.614)"
caillot,"caillou (0.764), caille (0.647), caillé (0.647), carillon (0.535), collet (0.326)"
caillou,"caillot (0.764), caille (0.647), caillé (0.647), carillon (0.535), couille (0.350)"
caillé,"caille (0.740), cailler (0.647), caillot (0.647), caillou (0.647), couille (0.366)"
caisse,"casse (0.650), caisson (0.647), caissier (0.625), cuisse (0.613), caillasse (0.551)"
caissier,"caisse (0.625), casier (0.600), casser (0.525), cerisier (0.510), crisser (0.488)"
caisson,"caisse (0.647), cuisson (0.643), chausson (0.513), coussin (0.321)"
cake,"cage (0.525), cale (0.525), came (0.525), cape (0.525), case (0.525)"
calamité,"capacité (0.516), calciné (0.430), climat (0.225)"
calcaire,"calvaire (0.706), claire (0.539), calibre (0.500), calciner (0.488), calice (0.447)"
calciner,"calciné (0.681), calculer (0.596), caler (0.514), coltiner (0.504), calmer (0.500)"
calciné,"calciner (0.681), calamité (0.430), caleçon (0.357)"
calcul,calculer (0.700)
calculer,"calcul (0.700), calciner (0.596), caler (0.581), circuler (0.559), calmer (0.500)"
cale,"caler (0.737), calme (0.631), cavale (0.608), cage (0.525), cake (0.525)"
caler,"cale (0.737), calmer (0.667), calter (0.667), cavaler (0.640), caser (0.590)"
caleçon,calciné (0.357)
calibre,"calcaire (0.500), calvaire (0.488), cale (0.462), célèbre (0.457), calme (0.449)"
calice,"calife (0.663), calicot (0.647), clic (0.450), calcaire (0.447), calotte (0.438)"
calicot,"calice (0.647), calmant (0.429)"
calife,"calice (0.663), calcaire (0.447), calotte (0.438), calèche (0.438), calvaire (0.438)"
calmant,"calmement (0.562), charmant (0.513), calot (0.449), calicot (0.429), clément (0.336)"
calme,"calmer (0.767), cale (0.631), came (0.611), caler (0.510), calibre (0.449)"
calmement,calmant (0.562)
calmer,"calme (0.767), caler (0.667), calter (0.647), clamer (0.537), calciner (0.500)"
calomnie,"colonie (0.501), calotte (0.501), calvitie (0.479), calme (0.447)"
calot,"calotte (0.669), cahot (0.590), canot (0.590), capot (0.590), culot (0.570)"
calotte,"calot (0.669), carotte (0.657), culotte (0.643), camelote (0.510), calomnie (0.501)"
calter,"caler (0.667), calmer (0.647), capter (0.630), calciner (0.500), calculer (0.500)"
calvaire,"calcaire (0.706), claire (0.525), calvitie (0.491), calibre (0.488), calice (0.438)"
calvitie,"calvaire (0.491), calomnie (0.479), calice (0.438), calife (0.438), calibre (0.430)"
calèche,"cloche (0.466), cale (0.462), calme (0.449), calife (0.438), calibre (0.429)"
cambouis,"cambuse (0.488), campus (0.438), chamois (0.392), cramoisi (0.311)"
cambrer,"chambrer (0.681), cabrer (0.675), cambré (0.647), chambre (0.514), campeur (0.429)"
cambrousse,cambuse (0.580)
cambré,"cambrer (0.647), chambrée (0.525)"
cambuse,"cambrousse (0.580), cambouis (0.488), came (0.462)"
came,"camp (0.650), calme (0.611), cage (0.525), cake (0.525), cale (0.525)"
camelot,camelote (0.802)
camelote,"camelot (0.802), calotte (0.510), camisole (0.423)"
camion,champion (0.513)
camisole,"carriole (0.466), camelote (0.423)"
camp,"came (0.650), camper (0.625), campus (0.625), champ (0.591), cape (0.400)"
campagne,compagnie (0.504)
camper,"campeur (0.718), camp (0.625), calmer (0.487), capter (0.487), crampe (0.480)"
campeur,"camper (0.718), clameur (0.507), compteur (0.501), cambrer (0.429), charmeur (0.405)"
camping,champion (0.413)
campus,"camp (0.625), cambouis (0.438), compas (0.377), composé (0.312)"
canadien,"candide (0.463), canaille (0.429)"
canaille,"caille (0.663), cannelle (0.584), cailler (0.531), canicule (0.479), chenille (0.454)"
canal,cagna (0.470)
canard,"canari (0.740), cafard (0.630)"
canari,"canard (0.740), couiner (0.143)"
cancan,"cancer (0.625), cancre (0.625), carcan (0.621), caneton (0.462)"
cancer,"cancre (0.647), canner (0.647), cancan (0.625), coincer (0.535), canotier (0.500)"
cancre,"cancer (0.647), cancan (0.625), candide (0.438), canette (0.438), cantine (0.438)"
candeur,"chanteur (0.501), conduire (0.271), cendre (0.255), cendré (0.255), ceindre (0.193)"
candidat,candide (0.681)
candide,"candidat (0.681), canadien (0.463), canne (0.449), cancre (0.438), canaille (0.430)"
caneton,"canton (0.690), cantine (0.464), cancan (0.462), contenu (0.250), continu (0.250)"
canette,"cachette (0.585), carpette (0.585), cassette (0.585), causette (0.585), cornette (0.572)"
caniche,"canicule (0.622), corniche (0.572), cinoche (0.457), canne (0.449), canaille (0.430)"
canicule,"caniche (0.622), canine (0.512), canaille (0.479), cannelle (0.479), calculer (0.471)"
canine,"cantine (0.690), canne (0.667), cabine (0.630), canner (0.547), chanoine (0.513)"
caniveau,"caveau (0.600), convoi (0.175)"
canne,"canner (0.767), canine (0.667), cannelle (0.606), carne (0.590), canon (0.510)"
cannelle,"canne (0.606), canaille (0.584), canicule (0.479), canette (0.476), chapelle (0.454)"
canner,"canne (0.767), cancer (0.647), cantonner (0.609), canine (0.547), canotier (0.500)"
canon,"canot (0.705), canton (0.667), cabanon (0.640), canne (0.510), canine (0.500)"
canot,"canon (0.705), cahot (0.590), calot (0.590), capot (0.590), chant (0.375)"
canotier,"cocotier (0.572), cafetier (0.571), chantier (0.546), cahoter (0.513), cancer (0.500)"
cantine,"canine (0.690), cantique (0.622), canton (0.564), centaine (0.501), chanoine (0.501)"
cantique,"cantine (0.622), critique (0.559), chaotique (0.549), conique (0.513), cynique (0.513)"
canton,"caneton (0.690), canon (0.667), carton (0.630), cantine (0.564), chaton (0.470)"
cantonade,cantine (0.495)
cantonner,"cantonnier (0.767), canner (0.609)"
cantonnier,cantonner (0.767)
capable,"cartable (0.585), coupable (0.572), capitale (0.488), cape (0.462), capote (0.438)"
capacité,calamité (0.516)
cape,"carpe (0.611), chape (0.591), cage (0.525), cake (0.525), cale (0.525)"
capeline,"caprice (0.430), chapelle (0.416), calciner (0.379), chapelet (0.354)"
capital,capitale (0.802)
capitale,"capital (0.802), capiteux (0.546), capable (0.488), capsule (0.488), cartable (0.454)"
capiteux,"capitale (0.546), copieux (0.501), chapitre (0.354)"
capituler,capter (0.494)
capot,"capote (0.767), cahot (0.590), calot (0.590), canot (0.590)"
capote,"capot (0.767), capter (0.547), clapoter (0.525), capable (0.438), caprice (0.438)"
caprice,"cape (0.462), capote (0.438), capeline (0.430), capable (0.429), capsule (0.429)"
capsule,"crapule (0.507), capitale (0.488), cape (0.462), capote (0.438), caprice (0.429)"
capter,"calter (0.630), captiver (0.625), capturer (0.625), capture (0.564), capote (0.547)"
captiver,"capter (0.625), capturer (0.596), cultiver (0.559), cafetier (0.454), canotier (0.454)"
capture,"capturer (0.802), capter (0.564), créature (0.463), cape (0.462), capote (0.438)"
capturer,"capture (0.802), capter (0.625), captiver (0.596), clôturer (0.559), créature (0.354)"
carabine,"cabine (0.663), caravane (0.596), carbone (0.538), cabinet (0.531), carne (0.514)"
carabosse,"caresse (0.538), carbone (0.473)"
caracoler,"cercler (0.415), circuler (0.402), circulaire (0.180)"
caractère,"cratère (0.549), caricature (0.472)"
carafe,"carabine (0.512), carapace (0.512), caravane (0.512), carcasse (0.447), carbone (0.438)"
caramel,carnaval (0.430)
carapace,"caravane (0.541), carafe (0.512), carabine (0.491), carence (0.488), carpe (0.447)"
carat,"carte (0.510), croate (0.300), court (0.220), cruauté (0.200), crête (0.200)"
caravane,"carabine (0.596), carapace (0.541), carne (0.514), carafe (0.512), carnaval (0.496)"
carbone,"carabine (0.538), charbon (0.514), caravane (0.488), carabosse (0.473), carpe (0.449)"
carcan,"cancan (0.621), cadran (0.500)"
carcasse,"caresse (0.612), carrosse (0.597), cocasse (0.588), crasse (0.539), caresser (0.510)"
carcéral,"cérébral (0.484), cardinal (0.479), carnaval (0.479)"
cardinal,"carnaval (0.521), cordial (0.488), carcéral (0.479)"
carence,"cadence (0.657), carapace (0.488), carrure (0.479), carpe (0.449), carte (0.449)"
caressant,"cassant (0.625), croissant (0.494)"
caresse,"caresser (0.802), carcasse (0.612), carrosse (0.597), carabosse (0.538), carrure (0.479)"
caresser,"caresse (0.802), casser (0.600), cesser (0.588), cabosser (0.571), carrer (0.550)"
cargo,"cierge (0.300), cirage (0.233), courage (0.200)"
caricature,caractère (0.472)
carillon,"couillon (0.559), caillot (0.535), caillou (0.535), carton (0.500)"
carnage,"carrelage (0.538), carpe (0.449), carte (0.449), carrée (0.438), carême (0.438)"
carnaval,"cardinal (0.521), caravane (0.496), carcéral (0.479), caramel (0.430)"
carne,"carnet (0.767), carpe (0.610), carte (0.610), canne (0.590), cerne (0.570)"
carnet,"carne (0.767), cornet (0.613), carrelet (0.500), crainte (0.257), courant (0.214)"
carotte,"crotte (0.661), calotte (0.657), carpette (0.597), carrosse (0.476), carne (0.449)"
carpe,"cape (0.611), carne (0.610), carte (0.610), carpette (0.606), carbone (0.449)"
carpette,"carpe (0.606), carotte (0.597), canette (0.585), cachette (0.571), cassette (0.571)"
carreau,"carrer (0.647), carré (0.523), carrée (0.506), courre (0.309), cirer (0.260)"
carrefour,carrer (0.574)
carrelage,carnage (0.538)
carreler,"carrelet (0.782), carrer (0.700), caresser (0.521), carriole (0.521), charrier (0.429)"
carrelet,"carreler (0.782), carriole (0.521), carnet (0.500), chapelet (0.454)"
carrer,"carreler (0.700), carreau (0.647), cabrer (0.630), cadrer (0.630), carrure (0.618)"
carriole,"carrière (0.609), carreler (0.521), carrelet (0.521), carrée (0.512), carrure (0.501)"
carrière,"carrure (0.610), carriole (0.609), carrer (0.550), carrée (0.512), crinière (0.496)"
carrosse,"carcasse (0.597), caresse (0.597), crosse (0.588), carrée (0.512), carrure (0.501)"
carrure,"carrer (0.618), carrière (0.610), carriole (0.501), carrosse (0.501), carence (0.479)"
carré,"carrée (0.767), carreau (0.523), courre (0.300), courroie (0.230), cirer (0.200)"
carrée,"carré (0.767), carrer (0.580), carriole (0.512), carrière (0.512), carrosse (0.512)"
cartable,"capable (0.585), carte (0.526), carriole (0.479), carabine (0.466), capitale (0.454)"
carte,"charte (0.633), carne (0.610), carpe (0.610), caste (0.590), cartable (0.526)"
carton,"canton (0.630), carillon (0.500), chaton (0.470), creton (0.470), cureton (0.466)"
carême,"charme (0.453), carbone (0.438), carence (0.438), caresse (0.438), carnage (0.438)"
casa,"case (0.650), caca (0.545)"
casaque,"casque (0.690), cosaque (0.643), casquer (0.571), casqué (0.535), case (0.462)"
cascade,"cascader (0.798), case (0.479), casse (0.462), caste (0.462), casque (0.449)"
cascader,"cascade (0.798), caser (0.530), casier (0.514), casser (0.514), casquer (0.500)"
case,"caser (0.737), casse (0.737), casa (0.650), caste (0.631), cause (0.611)"
casemate,"cassette (0.521), caste (0.514), caserne (0.501), causette (0.454), cascade (0.438)"
caser,"casser (0.750), case (0.737), caserne (0.669), casier (0.667), causer (0.650)"
caserne,"caser (0.669), caverne (0.657), case (0.557), casserole (0.516), casse (0.509)"
